exec_time,objective,relative_gap
113.74199986457825,1.7855233655369417e6,2.133613964165453
215.65699982643127,1.650675180684574e6,19.82931337906749
310.7330000400543,1.5760347483761176e6,0.9473775364028579
401.7779998779297,1.5511779574815496e6,0.33485226466708656
493.4470000267029,1.538235786688766e6,0.21060066373429467
581.6999998092651,1.5332152535192308e6,0.15971309280888563
670.7799999713898,1.5158381603191174e6,0.10509401320498979
763.2400000095367,1.509685826637345e6,0.1006087671563385
853.9519999027252,1.503607988706321e6,0.0961778308686607
944.9049999713898,1.4910179930580326e6,0.08699932541774148
1037.332999944687,1.4865048590145218e6,0.08370910780557542
1131.5319998264313,1.4809711797375346e6,0.07421317641046973
1228.2819998264313,1.4787605370927863e6,0.060774289909729926
1327.4879999160767,1.4771302100855098e6,0.047053271842656876
1430.651999950409,1.4754344634345046e6,0.04585125385735789
1537.8899998664856,1.4740136741335564e6,0.039984809625028914
1647.3479998111725,1.4728820366937993e6,0.03206955310624262
1754.6349999904633,1.4719746268960119e6,0.02985755794225953
1855.0490000247955,1.4708053694579308e6,0.029039494513865206
1954.5620000362396,1.4696692257437785e6,0.02824459888893473
2054.5039999485016,1.4689113610238307e6,0.026693910157215367
2154.6029999256134,1.467941818033815e6,0.020954639408873772
2256.955999851227,1.4673998329361007e6,0.020577688365444154
2357.819999933243,1.4667154752939348e6,0.020023619047016397
2458.1050000190735,1.4660952014342768e6,0.019592251138389218
2558.1050000190735,1.4656599690194828e6,0.019289569841066913
2658.1979999542236,1.464743885193228e6,0.017945248321140295
2758.4879999160767,1.463888781436387e6,0.01735098142240321
2859.957999944687,1.463416975670516e6,0.0166844422159113
2960.040999889374,1.4631608968670475e6,0.016506535754666103
3060.8129999637604,1.4625277632267904e6,0.014847851592160616
3162.0979998111725,1.4621926660494022e6,0.013882286009784911
3263.534999847412,1.461817776895328e6,0.013172567276969045
3369.9649999141693,1.461539351374191e6,0.012979593087911854
3473.7109999656677,1.4611305729279234e6,0.012696272475453546
3577.0119998455048,1.4607556477588855e6,0.012436415260652369
3682.411999940872,1.460281972798192e6,0.01179248132708291
3783.1349999904633,1.4599868448939705e6,0.011535649041637258
3880.648999929428,1.4598567619879325e6,0.011445522546834517
3978.2990000247955,1.45954170792674e6,0.009855730037393443
4085.537999868393,1.4593090837836391e6,0.009694777580482096
4191.447999954224,1.4592006824052725e6,0.009619774754257284
4297.017999887466,1.4590068714753385e6,0.007448362699638665
4401.766999959946,1.4588321539021274e6,0.007327719722208167
4505.5579998493195,1.4587378495289164e6,0.0072626022863384095
4614.043999910355,1.4585397783064195e6,0.0071258335481619705
4713.6859998703,1.4583841811249051e6,0.007018393255164021
4814.369999885559,1.4582836198627807e6,0.006948955419839886
4915.108000040054,1.4580653205687013e6,0.006798219141143396
5016.1829998493195,1.4579358298105325e6,0.0067088054071491755
5117.300999879837,1.4578631185704004e6,0.006057378594957376
5218.949999809265,1.4577180193576622e6,0.005957247017620573
5318.540999889374,1.45760883183885e6,0.0058818977563955144
5418.2919998168945,1.4574699490377055e6,0.005289970460899914
5517.703999996185,1.457396751317177e6,0.005239482329493455
5618.010999917984,1.4573010700431736e6,0.005173486165949914
5717.674999952316,1.457193844356392e6,0.005037345588257399
5820.2009999752045,1.4571484126623329e6,0.005006011013671017
5922.440999984741,1.4570494066579393e6,0.004735667194869244
6024.0759999752045,1.4569171347109547e6,0.004534913504423799
6126.6269998550415,1.4568653656476391e6,0.004499219071088546
6228.174999952316,1.4567244856687367e6,0.004402083239509965
6332.65399980545,1.4566735374506982e6,0.004366954773668493
6434.908999919891,1.4565653674751432e6,0.004292372277211335
6536.34099984169,1.4565195132833957e6,0.004260756109453089
6637.243000030518,1.4564713259089538e6,0.004227531227362189
6740.039999961853,1.4563701306562575e6,0.004157757757071795
6844.851999998093,1.4563031584156589e6,0.004111580831621399
6949.21599984169,1.4562695015398501e6,0.004088374634080141
7054.320999860764,1.4561629044995639e6,0.0036900795054472693
7159.970999956131,1.4560931687425673e6,0.003642012707928967
7264.953999996185,1.456070681104409e6,0.003626512643162032
7370.230999946594,1.4559880344964005e6,0.0035231188844278777
7475.02999997139,1.4559548089777231e6,0.003500218575263446
7581.674999952316,1.455926984320192e6,0.0033548368395065952
7689.236999988556,1.4559007936748634e6,0.003336787506708111
7796.911999940872,1.4558461083469735e6,0.003165191679265111
7904.407999992371,1.4557937948375526e6,0.003129144537053578
8011.039999961853,1.455777008486891e6,0.0031175777357395195
8117.838999986649,1.4557258860094824e6,0.002953999526773349
8225.475999832153,1.455686332397218e6,0.0028163157952385393
8333.75099992752,1.4556624693212349e6,0.002799876620528661
8441.68299984932,1.4556394740571196e6,0.0026077713129506394
8549.697999954224,1.4555903516916034e6,0.0025271179418152484
8657.983000040054,1.4555715905976444e6,0.002514196376737359
8767.460000038147,1.4555184048248455e6,0.002477565068033176
8876.582000017166,1.4554849939012215e6,0.0023229021011789007
8985.366999864578,1.4554700816924197e6,0.0023126327762008876
9095.03299999237,1.45542254441171e6,0.0022798961245977353
9203.226999998093,1.4553809899826807e6,0.0022512795767979446
9315.09500002861,1.4553631989977378e6,0.002239027776378265
9422.141000032425,1.4553412580528134e6,0.0022239180970042402
9534.916999816895,1.4552936231395556e6,0.0021911142105348167
9646.695999860764,1.455278194440498e6,0.0021804892034204817
9758.519999980927,1.4552630789103094e6,0.002170079860727853
9870.698999881744,1.4552397132486268e6,0.0020476738837502968
9982.049000024796,1.455208250620909e6,0.0020260093754003485
10089.511999845505,1.4551963258606473e6,0.002017798234532521
10196.085999965668,1.4551623927050005e6,0.001868613541092275
10303.819000005722,1.4551374153488437e6,0.0018514168149342976
10417.674000024796,1.4551288225250363e6,0.0018455007188906782
10531.901999950409,1.4550987981633833e6,0.0017992298627104303
10647.211999893188,1.455076678327289e6,0.0017840009072663378
10761.086999893188,1.4550679837914733e6,0.0017780149362139953
10875.790999889374,1.4550475148497475e6,0.0016267831072658864
10985.276999950409,1.4550344045806946e6,0.0016177582496697475
11094.223999977112,1.45501945467975e6,0.0015276360585666914
11199.348999977112,1.4550141371373073e6,0.001523975856158376
11310.02799987793,1.4549841921097275e6,0.0013636118635493523
11421.868999958038,1.4549678213643795e6,0.0013523450272637655
11533.704999923706,1.4549627466672687e6,0.0013488524690246151
11647.195999860764,1.4549429979999438e6,0.0013352608458652789
11762.927999973297,1.454928691502748e6,0.0013254146868604414
11873.129999876022,1.4549203166853152e6,0.0013196508871719497
11982.65499997139,1.4549063309122606e6,0.0013100254601077553
