exec_time,objective,relative_gap
75.90500020980835,1.722589376111896e6,2.0936576966587443
152.3619999885559,1.6211681615384757e6,5.22969465862244
230.65900015830994,1.5681327208954687e6,0.7998197432410531
307.8900001049042,1.5480249693646827e6,0.298524754843644
384.19400000572205,1.5361148449703967e6,0.17770153262884683
459.03600001335144,1.5286548005444745e6,0.11955487755694506
534.0390000343323,1.5196789433692019e6,0.09883684586595802
614.3690001964569,1.5161751229737727e6,0.09487568595098533
690.3719999790192,1.5079014759649495e6,0.07184646079342359
767.5520000457764,1.5051271573244731e6,0.06987441973947818
846.5590000152588,1.500793294167193e6,0.05744175660831998
925.6610000133514,1.4989386616865555e6,0.056135003815773465
1004.7630000114441,1.4951384113160348e6,0.0507451961530158
1083.792000055313,1.4927132017725068e6,0.04612008140453574
1161.2400000095367,1.4902386638848647e6,0.044385881041475415
1239.210000038147,1.4879691460099677e6,0.042672637181953896
1317.4030001163483,1.4860133423707036e6,0.03789969260228651
1391.7740001678467,1.4839113920474413e6,0.0364315943475974
1465.701000213623,1.482962957072849e6,0.03576916397734763
1539.6840000152588,1.4806360240456527e6,0.03107032324455157
1629.268000125885,1.4798499994190806e6,0.030522959373460903
1715.0030000209808,1.4786084536453318e6,0.028577216515600107
1797.5540001392365,1.4779330362242972e6,0.02597359011333217
1878.1870000362396,1.4753861691578547e6,0.024205567961005873
1957.2829999923706,1.4746215987182574e6,0.02367480705399467
2038.951000213623,1.4739158659252704e6,0.023184890941738742
2122.186000108719,1.4726116646047607e6,0.019086334332486004
2204.815999984741,1.4722521196350986e6,0.01883751967620731
2288.151000022888,1.4713331847090973e6,0.018201592331790847
2371.6230001449585,1.4708193423571761e6,0.017845999794103975
2455.4990000724792,1.469318684656109e6,0.0168075048585917
2539.5640001296997,1.4688819471668822e6,0.01650527093116922
2622.1890001296997,1.468296682045781e6,0.016100251942652834
2701.0090000629425,1.4680869682732231e6,0.015206368075773923
2780.7640001773834,1.4672001683825548e6,0.014263203164603703
2861.167000055313,1.466917228949401e6,0.014067609501273885
2943.3980000019073,1.4665939510440025e6,0.013844130189515554
3027.3330001831055,1.4659175274897257e6,0.01276928748675842
3111.7800002098083,1.4656898984446106e6,0.0126120237242961
3197.0520000457764,1.4650499603300956e6,0.01216990494467904
3282.726000070572,1.4648927014881966e6,0.012061258365131167
3367.8990001678467,1.464592912663108e6,0.011146585239822765
3452.8070001602173,1.4641466415579715e6,0.010838482216690247
3535.8420000076294,1.4639672785033642e6,0.010714650987810015
3616.3030002117157,1.463448932050934e6,0.010283721908763538
3696.5520000457764,1.4632764899120012e6,0.010164677450074525
3777.3519999980927,1.4630324706878494e6,0.009996220154029482
3862.6240000724792,1.4628436055084313e6,0.009865838141905493
3949.9580001831055,1.4624269545905846e6,0.009370056685106395
4037.690999984741,1.4622803244101603e6,0.009268852236527238
4126.068000078201,1.4619344506676258e6,0.008084863020501654
4230.72200012207,1.461810668082391e6,0.007999508064659544
4340.648000001907,1.4614174301202623e6,0.007728348686066453
